sample,GPSC
GPS_all_assemblies/13091_2#49.contigs_velvet.fa,1
GPS_all_assemblies/17150_4#14.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#9.contigs_velvet.fa,1
GPS_all_assemblies/6680_4#24.contigs_velvet.fa,1
GPS_all_assemblies/7092_6#24.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#83.contigs_velvet.fa,1
GPS_all_assemblies/28042_2#94.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#55.contigs_velvet.fa,1
GPS_all_assemblies/17059_8#69.contigs_velvet.fa,1
GPS_all_assemblies/6710_7#1.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#35.contigs_velvet.fa,1
GPS_all_assemblies/17175_8#81.contigs_velvet.fa,1
GPS_all_assemblies/14412_1#7.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#15.contigs_velvet.fa,1
GPS_all_assemblies/23204_4#72.contigs_velvet.fa,1
GPS_all_assemblies/11658_2#60.contigs_velvet.fa,1
GPS_all_assemblies/12291_4#58.contigs_velvet.fa,1
GPS_all_assemblies/18787_3#31.contigs_velvet.fa,1
GPS_all_assemblies/15682_1#67.contigs_velvet.fa,1
GPS_all_assemblies/15682_4#11.contigs_velvet.fa,1
GPS_all_assemblies/6246_3#1.contigs_velvet.fa,1
GPS_all_assemblies/6999_2#1.contigs_velvet.fa,1
GPS_all_assemblies/13091_1#9.contigs_velvet.fa,1
GPS_all_assemblies/9803_7#20.contigs_velvet.fa,1
GPS_all_assemblies/14673_2#34.contigs_velvet.fa,1
GPS_all_assemblies/13091_6#81.contigs_velvet.fa,1
GPS_all_assemblies/23430_3#22.contigs_velvet.fa,1
GPS_all_assemblies/6259_2#22.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#62.contigs_velvet.fa,1
GPS_all_assemblies/20402_4#88.contigs_velvet.fa,1
GPS_all_assemblies/12274_6#5.contigs_velvet.fa,1
GPS_all_assemblies/19341_1#66.contigs_velvet.fa,1
GPS_all_assemblies/21999_7#162.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#2.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#62.contigs_velvet.fa,1
GPS_all_assemblies/19787_5#61.contigs_velvet.fa,1
GPS_all_assemblies/24775_1#76.contigs_velvet.fa,1
GPS_all_assemblies/6680_4#21.contigs_velvet.fa,1
GPS_all_assemblies/23204_4#49.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#24.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#104.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#15.contigs_velvet.fa,1
GPS_all_assemblies/6938_6#14.contigs_velvet.fa,1
GPS_all_assemblies/23430_2#60.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#180.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#165.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#142.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#185.contigs_velvet.fa,1
GPS_all_assemblies/14410_7#45.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#15.contigs_velvet.fa,1
GPS_all_assemblies/23204_4#100.contigs_velvet.fa,1
GPS_all_assemblies/6680_7#22.contigs_velvet.fa,1
GPS_all_assemblies/15874_1#56.contigs_velvet.fa,1
GPS_all_assemblies/24820_2#22.contigs_velvet.fa,1
GPS_all_assemblies/18814_2#24.contigs_velvet.fa,1
GPS_all_assemblies/14566_8#85.contigs_velvet.fa,1
GPS_all_assemblies/18090_2#150.contigs_velvet.fa,1
GPS_all_assemblies/6899_7#4.contigs_velvet.fa,1
GPS_all_assemblies/21127_1#95.contigs_velvet.fa,1
GPS_all_assemblies/23430_3#95.contigs_velvet.fa,1
GPS_all_assemblies/6871_1#3.contigs_velvet.fa,1
GPS_all_assemblies/6259_1#2.contigs_velvet.fa,1
GPS_all_assemblies/6807_1#19.contigs_velvet.fa,1
GPS_all_assemblies/17794_8#138.contigs_velvet.fa,1
GPS_all_assemblies/24861_1#291.contigs_velvet.fa,1
GPS_all_assemblies/12291_5#33.contigs_velvet.fa,1
GPS_all_assemblies/12299_2#8.contigs_velvet.fa,1
GPS_all_assemblies/6972_4#1.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#70.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#25.contigs_velvet.fa,1
GPS_all_assemblies/7038_4#7.contigs_velvet.fa,1
GPS_all_assemblies/14520_8#92.contigs_velvet.fa,1
GPS_all_assemblies/6775_2#19.contigs_velvet.fa,1
GPS_all_assemblies/11679_1#74.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#14.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#65.contigs_velvet.fa,1
GPS_all_assemblies/22335_7#14.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#29.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#74.contigs_velvet.fa,1
GPS_all_assemblies/12274_6#47.contigs_velvet.fa,1
GPS_all_assemblies/14937_1#37.contigs_velvet.fa,1
GPS_all_assemblies/6840_1#16.contigs_velvet.fa,1
GPS_all_assemblies/6259_4#19.contigs_velvet.fa,1
GPS_all_assemblies/11658_2#24.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#13.contigs_velvet.fa,1
GPS_all_assemblies/6730_6#1.contigs_velvet.fa,1
GPS_all_assemblies/17175_6#65.contigs_velvet.fa,1
GPS_all_assemblies/6925_5#23.contigs_velvet.fa,1
GPS_all_assemblies/6899_7#19.contigs_velvet.fa,1
GPS_all_assemblies/7335_3#74.contigs_velvet.fa,1
GPS_all_assemblies/7011_6#20.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#30.contigs_velvet.fa,1
GPS_all_assemblies/13154_3#78.contigs_velvet.fa,1
GPS_all_assemblies/23204_4#68.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#115.contigs_velvet.fa,1
GPS_all_assemblies/6805_4#15.contigs_velvet.fa,1
GPS_all_assemblies/6775_2#24.contigs_velvet.fa,1
GPS_all_assemblies/12274_6#25.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#45.contigs_velvet.fa,1
GPS_all_assemblies/6805_1#7.contigs_velvet.fa,1
GPS_all_assemblies/24775_1#9.contigs_velvet.fa,1
GPS_all_assemblies/6823_3#3.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#61.contigs_velvet.fa,1
GPS_all_assemblies/11860_1#27.contigs_velvet.fa,1
GPS_all_assemblies/14673_2#88.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#55.contigs_velvet.fa,1
GPS_all_assemblies/13154_3#36.contigs_velvet.fa,1
GPS_all_assemblies/24820_2#45.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#49.contigs_velvet.fa,1
GPS_all_assemblies/15682_5#43.contigs_velvet.fa,1
GPS_all_assemblies/7004_7#55.contigs_velvet.fa,1
GPS_all_assemblies/13415_6#51.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#13.contigs_velvet.fa,1
GPS_all_assemblies/17794_3#52.contigs_velvet.fa,1
GPS_all_assemblies/18814_2#15.contigs_velvet.fa,1
GPS_all_assemblies/19646_1#60.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#76.contigs_velvet.fa,1
GPS_all_assemblies/6999_1#17.contigs_velvet.fa,1
GPS_all_assemblies/22841_1#119.contigs_velvet.fa,1
GPS_all_assemblies/22335_8#67.contigs_velvet.fa,1
GPS_all_assemblies/19084_8#139.contigs_velvet.fa,1
GPS_all_assemblies/14672_3#11.contigs_velvet.fa,1
GPS_all_assemblies/18090_1#40.contigs_velvet.fa,1
GPS_all_assemblies/22335_8#2.contigs_velvet.fa,1
GPS_all_assemblies/15682_3#26.contigs_velvet.fa,1
GPS_all_assemblies/15682_5#17.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#12.contigs_velvet.fa,1
GPS_all_assemblies/24775_1#61.contigs_velvet.fa,1
GPS_all_assemblies/15191_5#1.contigs_velvet.fa,1
GPS_all_assemblies/19646_1#74.contigs_velvet.fa,1
GPS_all_assemblies/19341_1#88.contigs_velvet.fa,1
GPS_all_assemblies/14673_3#10.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#24.contigs_velvet.fa,1
GPS_all_assemblies/21999_7#176.contigs_velvet.fa,1
GPS_all_assemblies/5366_3#1.contigs_velvet.fa,1
GPS_all_assemblies/14566_4#80.contigs_velvet.fa,1
GPS_all_assemblies/24775_1#108.contigs_velvet.fa,1
GPS_all_assemblies/12162_1#86.contigs_velvet.fa,1
GPS_all_assemblies/6187_6#8.contigs_velvet.fa,1
GPS_all_assemblies/13414_2#22.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#51.contigs_velvet.fa,1
GPS_all_assemblies/5381_1#8.contigs_velvet.fa,1
GPS_all_assemblies/17059_7#38.contigs_velvet.fa,1
GPS_all_assemblies/17794_3#90.contigs_velvet.fa,1
GPS_all_assemblies/11657_4#40.contigs_velvet.fa,1
GPS_all_assemblies/6840_1#13.contigs_velvet.fa,1
GPS_all_assemblies/6641_6#19.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#14.contigs_velvet.fa,1
GPS_all_assemblies/17794_7#66.contigs_velvet.fa,1
GPS_all_assemblies/5901_6#5.contigs_velvet.fa,1
GPS_all_assemblies/15682_3#25.contigs_velvet.fa,1
GPS_all_assemblies/21127_1#113.contigs_velvet.fa,1
GPS_all_assemblies/9803_8#36.contigs_velvet.fa,1
GPS_all_assemblies/5366_6#8.contigs_velvet.fa,1
GPS_all_assemblies/17150_6#70.contigs_velvet.fa,1
GPS_all_assemblies/24820_2#99.contigs_velvet.fa,1
GPS_all_assemblies/19341_1#72.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#80.contigs_velvet.fa,1
GPS_all_assemblies/7622_3#51.contigs_velvet.fa,1
GPS_all_assemblies/6736_5#6.contigs_velvet.fa,1
GPS_all_assemblies/6823_1#5.contigs_velvet.fa,1
GPS_all_assemblies/22841_1#176.contigs_velvet.fa,1
GPS_all_assemblies/22335_7#86.contigs_velvet.fa,1
GPS_all_assemblies/14412_1#5.contigs_velvet.fa,1
GPS_all_assemblies/13091_2#12.contigs_velvet.fa,1
GPS_all_assemblies/23164_8#158.contigs_velvet.fa,1
GPS_all_assemblies/6680_8#2.contigs_velvet.fa,1
GPS_all_assemblies/6259_3#9.contigs_velvet.fa,1
GPS_all_assemblies/12837_5#57.contigs_velvet.fa,1
GPS_all_assemblies/7054_4#24.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#17.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#71.contigs_velvet.fa,1
GPS_all_assemblies/12299_2#89.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#60.contigs_velvet.fa,1
GPS_all_assemblies/6823_5#4.contigs_velvet.fa,1
GPS_all_assemblies/19646_1#43.contigs_velvet.fa,1
GPS_all_assemblies/15873_7#3.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#64.contigs_velvet.fa,1
GPS_all_assemblies/12837_1#25.contigs_velvet.fa,1
GPS_all_assemblies/15873_6#59.contigs_velvet.fa,1
GPS_all_assemblies/12837_2#24.contigs_velvet.fa,1
GPS_all_assemblies/6807_2#16.contigs_velvet.fa,1
GPS_all_assemblies/18090_1#35.contigs_velvet.fa,1
GPS_all_assemblies/5381_1#3.contigs_velvet.fa,1
GPS_all_assemblies/12291_1#48.contigs_velvet.fa,1
GPS_all_assemblies/6805_4#5.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#75.contigs_velvet.fa,1
GPS_all_assemblies/23430_2#62.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#51.contigs_velvet.fa,1
GPS_all_assemblies/6899_5#17.contigs_velvet.fa,1
GPS_all_assemblies/10868_6#11.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#1.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#41.contigs_velvet.fa,1
GPS_all_assemblies/14566_5#14.contigs_velvet.fa,1
GPS_all_assemblies/11860_1#6.contigs_velvet.fa,1
GPS_all_assemblies/19084_7#43.contigs_velvet.fa,1
GPS_all_assemblies/18814_1#30.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#68.contigs_velvet.fa,1
GPS_all_assemblies/6755_4#22.contigs_velvet.fa,1
GPS_all_assemblies/12162_1#60.contigs_velvet.fa,1
GPS_all_assemblies/17150_4#57.contigs_velvet.fa,1
GPS_all_assemblies/13091_1#80.contigs_velvet.fa,1
GPS_all_assemblies/17794_3#51.contigs_velvet.fa,1
GPS_all_assemblies/6823_5#24.contigs_velvet.fa,1
GPS_all_assemblies/12291_2#47.contigs_velvet.fa,1
GPS_all_assemblies/7001_1#17.contigs_velvet.fa,1
GPS_all_assemblies/11657_8#4.contigs_velvet.fa,1
GPS_all_assemblies/23204_4#74.contigs_velvet.fa,1
GPS_all_assemblies/5477_6#8.contigs_velvet.fa,1
GPS_all_assemblies/14410_8#56.contigs_velvet.fa,1
GPS_all_assemblies/6938_7#7.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#105.contigs_velvet.fa,1
GPS_all_assemblies/5381_2#3.contigs_velvet.fa,1
GPS_all_assemblies/6807_3#1.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#18.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#7.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#117.contigs_velvet.fa,1
GPS_all_assemblies/24775_1#40.contigs_velvet.fa,1
GPS_all_assemblies/12378_4#5.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#88.contigs_velvet.fa,1
GPS_all_assemblies/6999_7#23.contigs_velvet.fa,1
GPS_all_assemblies/11826_4#12.contigs_velvet.fa,1
GPS_all_assemblies/15277_1#17.contigs_velvet.fa,1
GPS_all_assemblies/15191_5#47.contigs_velvet.fa,1
GPS_all_assemblies/7011_6#14.contigs_velvet.fa,1
GPS_all_assemblies/15682_2#64.contigs_velvet.fa,1
GPS_all_assemblies/6736_8#22.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#85.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#31.contigs_velvet.fa,1
GPS_all_assemblies/12291_4#69.contigs_velvet.fa,1
GPS_all_assemblies/11893_8#11.contigs_velvet.fa,1
GPS_all_assemblies/18814_1#29.contigs_velvet.fa,1
GPS_all_assemblies/18090_2#42.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#6.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#92.contigs_velvet.fa,1
GPS_all_assemblies/15608_5#52.contigs_velvet.fa,1
GPS_all_assemblies/11860_1#66.contigs_velvet.fa,1
GPS_all_assemblies/6899_5#12.contigs_velvet.fa,1
GPS_all_assemblies/23204_4#173.contigs_velvet.fa,1
GPS_all_assemblies/22027_1#142.contigs_velvet.fa,1
GPS_all_assemblies/6823_2#23.contigs_velvet.fa,1
GPS_all_assemblies/23430_4#19.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#67.contigs_velvet.fa,1
GPS_all_assemblies/18814_1#39.contigs_velvet.fa,1
GPS_all_assemblies/6983_4#83.contigs_velvet.fa,1
GPS_all_assemblies/15841_4#33.contigs_velvet.fa,1
GPS_all_assemblies/6949_4#22.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#87.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#78.contigs_velvet.fa,1
GPS_all_assemblies/5366_5#9.contigs_velvet.fa,1
GPS_all_assemblies/13414_1#36.contigs_velvet.fa,1
GPS_all_assemblies/15682_4#35.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#10.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#44.contigs_velvet.fa,1
GPS_all_assemblies/12299_2#77.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#31.contigs_velvet.fa,1
GPS_all_assemblies/12291_1#44.contigs_velvet.fa,1
GPS_all_assemblies/13154_3#43.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#42.contigs_velvet.fa,1
GPS_all_assemblies/15682_2#55.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#146.contigs_velvet.fa,1
GPS_all_assemblies/24775_1#92.contigs_velvet.fa,1
GPS_all_assemblies/12274_6#18.contigs_velvet.fa,1
GPS_all_assemblies/6823_6#12.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#15.contigs_velvet.fa,1
GPS_all_assemblies/23430_2#13.contigs_velvet.fa,1
GPS_all_assemblies/7001_1#21.contigs_velvet.fa,1
GPS_all_assemblies/14673_1#86.contigs_velvet.fa,1
GPS_all_assemblies/13091_2#66.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#56.contigs_velvet.fa,1
GPS_all_assemblies/15682_2#1.contigs_velvet.fa,1
GPS_all_assemblies/24820_2#126.contigs_velvet.fa,1
GPS_all_assemblies/17175_6#10.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#40.contigs_velvet.fa,1
GPS_all_assemblies/6823_3#14.contigs_velvet.fa,1
GPS_all_assemblies/19646_1#101.contigs_velvet.fa,1
GPS_all_assemblies/13091_2#65.contigs_velvet.fa,1
GPS_all_assemblies/6730_3#1.contigs_velvet.fa,1
GPS_all_assemblies/6823_3#22.contigs_velvet.fa,1
GPS_all_assemblies/15191_6#59.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#1.contigs_velvet.fa,1
GPS_all_assemblies/15682_1#61.contigs_velvet.fa,1
GPS_all_assemblies/14673_1#52.contigs_velvet.fa,1
GPS_all_assemblies/10868_5#11.contigs_velvet.fa,1
GPS_all_assemblies/6730_4#18.contigs_velvet.fa,1
GPS_all_assemblies/13415_6#21.contigs_velvet.fa,1
GPS_all_assemblies/24820_2#111.contigs_velvet.fa,1
GPS_all_assemblies/9221_5#57.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#58.contigs_velvet.fa,1
GPS_all_assemblies/17175_7#15.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#87.contigs_velvet.fa,1
GPS_all_assemblies/13414_2#83.contigs_velvet.fa,1
GPS_all_assemblies/18814_2#27.contigs_velvet.fa,1
GPS_all_assemblies/7038_8#42.contigs_velvet.fa,1
GPS_all_assemblies/19341_3#66.contigs_velvet.fa,1
GPS_all_assemblies/20925_3#7.contigs_velvet.fa,1
GPS_all_assemblies/12291_4#79.contigs_velvet.fa,1
GPS_all_assemblies/14566_6#89.contigs_velvet.fa,1
GPS_all_assemblies/16404_7#53.contigs_velvet.fa,1
GPS_all_assemblies/23430_4#60.contigs_velvet.fa,1
GPS_all_assemblies/12837_4#2.contigs_velvet.fa,1
GPS_all_assemblies/14410_7#64.contigs_velvet.fa,1
GPS_all_assemblies/16453_2#20.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#93.contigs_velvet.fa,1
GPS_all_assemblies/6925_3#11.contigs_velvet.fa,1
GPS_all_assemblies/11511_8#38.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#4.contigs_velvet.fa,1
GPS_all_assemblies/6187_5#23.contigs_velvet.fa,1
GPS_all_assemblies/6775_1#10.contigs_velvet.fa,1
GPS_all_assemblies/7004_6#39.contigs_velvet.fa,1
GPS_all_assemblies/12274_6#53.contigs_velvet.fa,1
GPS_all_assemblies/7004_8#81.contigs_velvet.fa,1
GPS_all_assemblies/11658_2#66.contigs_velvet.fa,1
GPS_all_assemblies/6899_5#8.contigs_velvet.fa,1
GPS_all_assemblies/17794_8#23.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#77.contigs_velvet.fa,1
GPS_all_assemblies/14566_5#47.contigs_velvet.fa,1
GPS_all_assemblies/6730_4#4.contigs_velvet.fa,1
GPS_all_assemblies/11860_1#83.contigs_velvet.fa,1
GPS_all_assemblies/24861_1#297.contigs_velvet.fa,1
GPS_all_assemblies/6736_7#24.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#79.contigs_velvet.fa,1
GPS_all_assemblies/22335_7#26.contigs_velvet.fa,1
GPS_all_assemblies/15682_1#81.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#47.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#59.contigs_velvet.fa,1
GPS_all_assemblies/6949_2#15.contigs_velvet.fa,1
GPS_all_assemblies/21053_8#173.contigs_velvet.fa,1
GPS_all_assemblies/15682_4#3.contigs_velvet.fa,1
GPS_all_assemblies/7092_6#7.contigs_velvet.fa,1
GPS_all_assemblies/6871_1#17.contigs_velvet.fa,1
GPS_all_assemblies/23430_3#33.contigs_velvet.fa,1
GPS_all_assemblies/21127_1#81.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#76.contigs_velvet.fa,1
GPS_all_assemblies/13154_3#67.contigs_velvet.fa,1
GPS_all_assemblies/13091_4#81.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#16.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#27.contigs_velvet.fa,1
GPS_all_assemblies/18090_2#70.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#44.contigs_velvet.fa,1
GPS_all_assemblies/13091_2#46.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#22.contigs_velvet.fa,1
GPS_all_assemblies/23430_3#109.contigs_velvet.fa,1
GPS_all_assemblies/6731_3#19.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#31.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#32.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#41.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#65.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#78.contigs_velvet.fa,1
GPS_all_assemblies/23430_1#109.contigs_velvet.fa,1
GPS_all_assemblies/22335_7#71.contigs_velvet.fa,1
GPS_all_assemblies/7038_6#1.contigs_velvet.fa,1
GPS_all_assemblies/22841_1#187.contigs_velvet.fa,1
GPS_all_assemblies/14566_8#26.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#40.contigs_velvet.fa,1
GPS_all_assemblies/18623_5#43.contigs_velvet.fa,1
GPS_all_assemblies/28042_2#106.contigs_velvet.fa,1
GPS_all_assemblies/6731_4#24.contigs_velvet.fa,1
GPS_all_assemblies/6730_6#11.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#4.contigs_velvet.fa,1
GPS_all_assemblies/13154_3#62.contigs_velvet.fa,1
GPS_all_assemblies/23430_4#37.contigs_velvet.fa,1
GPS_all_assemblies/6899_4#1.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#54.contigs_velvet.fa,1
GPS_all_assemblies/11679_1#62.contigs_velvet.fa,1
GPS_all_assemblies/12274_6#8.contigs_velvet.fa,1
GPS_all_assemblies/15191_7#12.contigs_velvet.fa,1
GPS_all_assemblies/10868_5#12.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#54.contigs_velvet.fa,1
GPS_all_assemblies/12291_5#1.contigs_velvet.fa,1
GPS_all_assemblies/6805_1#10.contigs_velvet.fa,1
GPS_all_assemblies/12274_5#20.contigs_velvet.fa,1
GPS_all_assemblies/5468_1#4.contigs_velvet.fa,1
GPS_all_assemblies/15531_4#78.contigs_velvet.fa,1
GPS_all_assemblies/13091_3#35.contigs_velvet.fa,1
GPS_all_assemblies/11511_8#48.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#62.contigs_velvet.fa,1
GPS_all_assemblies/14672_3#10.contigs_velvet.fa,1
GPS_all_assemblies/6187_5#8.contigs_velvet.fa,1
GPS_all_assemblies/15191_5#12.contigs_velvet.fa,1
GPS_all_assemblies/19647_1#60.contigs_velvet.fa,1
GPS_all_assemblies/21999_8#109.contigs_velvet.fa,1
GPS_all_assemblies/13091_1#34.contigs_velvet.fa,1
GPS_all_assemblies/12299_1#57.contigs_velvet.fa,1
GPS_all_assemblies/13415_6#23.contigs_velvet.fa,1
GPS_all_assemblies/17150_6#55.contigs_velvet.fa,1
GPS_all_assemblies/21127_1#76.contigs_velvet.fa,1
GPS_all_assemblies/15873_3#18.contigs_velvet.fa,1
GPS_all_assemblies/18814_2#73.contigs_velvet.fa,1
GPS_all_assemblies/17794_4#80.contigs_velvet.fa,1
GPS_all_assemblies/19787_5#32.contigs_velvet.fa,1
GPS_all_assemblies/11826_3#19.contigs_velvet.fa,1
GPS_all_assemblies/13091_3#34.contigs_velvet.fa,1
GPS_all_assemblies/13091_1#44.contigs_velvet.fa,1
GPS_all_assemblies/15682_1#72.contigs_velvet.fa,1
GPS_all_assemblies/6569_5#20.contigs_velvet.fa,1
GPS_all_assemblies/7011_4#17.contigs_velvet.fa,1
GPS_all_assemblies/17794_6#53.contigs_velvet.fa,1
GPS_all_assemblies/13414_8#22.contigs_velvet.fa,1
GPS_all_assemblies/13710_2#34.contigs_velvet.fa,1
GPS_all_assemblies/18814_2#18.contigs_velvet.fa,1
GPS_all_assemblies/11860_1#25.contigs_velvet.fa,1
GPS_all_assemblies/12299_1#80.contigs_velvet.fa,1
GPS_all_assemblies/14673_1#67.contigs_velvet.fa,1
GPS_all_assemblies/17794_3#91.contigs_velvet.fa,1
GPS_all_assemblies/11860_1#70.contigs_velvet.fa,1
GPS_all_assemblies/6925_4#18.contigs_velvet.fa,1
GPS_all_assemblies/6807_3#22.contigs_velvet.fa,1
GPS_all_assemblies/15940_5#12.contigs_velvet.fa,1
GPS_all_assemblies/17150_4#11.contigs_velvet.fa,1
GPS_all_assemblies/17794_3#53.contigs_velvet.fa,1
GPS_all_assemblies/11658_2#75.contigs_velvet.fa,1
GPS_all_assemblies/12290_2#17.contigs_velvet.fa,1
GPS_all_assemblies/6755_3#21.contigs_velvet.fa,1
GPS_all_assemblies/18814_1#62.contigs_velvet.fa,1
GPS_all_assemblies/13414_2#67.contigs_velvet.fa,1
GPS_all_assemblies/17794_5#35.contigs_velvet.fa,1
GPS_all_assemblies/15191_5#57.contigs_velvet.fa,1
GPS_all_assemblies/18090_2#60.contigs_velvet.fa,1
